OriginSite,OriginBlock,Start Block korrigert,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,RT treat,Old treat (label),subPlot,year,date,Measure,recorder,Ach mil,Aco sep,Agr cap,Agr mer,Alc alp,Alc sp,Ant alp,Ant dio,Ant odo,Ast alp,Ave fle,Bet nan,Bet pub,Bis viv,Cal vul,Cam rot,Car big,Car cap,Car nor,Car pal,Car pau,Car pil,Car sp,Car vag,Cer alp,Cer fon,Des ces,Emp,Emp her,Epi ana,Euph fri,Fes ovi,Fes rub,Fes viv,Gen ama,Gen niv,Gen ten,Ger syl,Geu riv,Hie alp,Hie pil,Hir vul,Jun com,Kob sim,Luz sp,Luz spi,Leo aut,Lot cor,Luz mul,Myos,Nar stri,Oma sup,Par pal,Phl alp,Phle alp,Pin vul,Poa alp,Poa pra,Poa sp,Pot cra,Pot ere,Pru vul,Pyr min,Rum ac-la,Ran acr,Rhi min,Rum ace,Sag sp,Sal her,Salix sp,Saus alp,Sax aiz,Sel sel,Sib pro,Sil aca,Sol vir,Tarax,Tha alp,Tof pus,Tri ces,Tri rep,Vac myr,Vac uli,Vac vit,Ver alp,Ver fru,Ver ser,Vio bif,Vio pal,Vio riv,Nid seedling,Nid gram,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,17,2009,13-Aug,Presence,KK,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,18,2009,13-Aug,Presence,KK,1,,1,,,,,1,,1,,,,1,,1,,,,,,,,,,,1,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,19,2009,13-Aug,Presence,KK,1,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,20,2009,13-Aug,Presence,KK,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,21,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,22,2009,13-Aug,Presence,KK,,,,,,,,,F,1,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,13,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,23,2009,13-Aug,Presence,KK,1,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,,1,,,,SF,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,0,0,0,0,20,0,0,,,,10,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,24,2009,13-Aug,Presence,KK,1,,,,,,,1,,1,,,,1,,1,,,,,,,,1,,,,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,5,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,25,2009,13-Aug,Presence,KK,1,,1,,,,,1,,1,,,,F,,,,,,,,,,,,,1,,,,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,5,0,0,,,,10,,
Gudmedalen,4,,166,TT3,241,166 TT3 241,,,,C,%,2009,13-Aug,Cover,KK,8,,2,,,,,6,3,10,,,,8,,2,,2,,,,,,5,,,6,,,,8,,3,,,,,,,,,,,,,,4,,,,15,,3,,,,,,,,4,,,,,,,,,,,,2,,4,,3,6,,,,2,,,3,,,,,,1,,0,0,0,0,11,0,0,95,0,3,9.5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,1,2009,13-Aug,Presence,KK,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,0,1,2,2,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,2,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,3,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,5,0,0,20,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,4,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,10,0,0,5,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,5,2009,13-Aug,Presence,KK,1,,,,,,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,10,0,0,0,5,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,6,2009,13-Aug,Presence,KK,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,2,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,7,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0,0,0,2,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,8,2009,13-Aug,Presence,KK,1,,1,,,,,,,F,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,0,0,0,5,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,9,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,0,0,0,10,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,10,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,30,0,0,10,5,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,11,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,12,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,5,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,13,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,0,0,0,2,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,14,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,5,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,15,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,20,0,0,5,5,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,16,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,17,2009,13-Aug,Presence,KK,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,18,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,19,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,5,0,0,2,20,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,20,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,0,0,0,5,5,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,21,2009,13-Aug,Presence,KK,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,F,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,0,0,0,2,30,0,0,,,,,,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,22,2009,13-Aug,Presence,KK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,0,0,0,0,10,0,0,,,,3,1,# fjernet
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,23,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,F,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,3,1.5,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,24,2009,13-Aug,Presence,KK,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,F,,,,1,,,,,,,,,,,,,,S,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,7,1,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,25,2009,13-Aug,Presence,KK,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,10,0,0,5,20,0,0,,,,4,0.5,
Gudmedalen,4,,167,TTC,167,167 TTC ,,,,1,%,2009,13-Aug,Cover,KK,5,,2,,,,,,2,10,,1,,4,,4,,3,,,,,,6,,,6,,,,,2,1,,,,,2,,,,12,,,,,4,,,,12,,4,,,,,,,,,,,,1,,,,,,,,8,,,,3,5,,,,1,,4,4,,,,,,1,,3.6,0.04,0.08,3.48,15.6,0,0,85,4,3.5,4.25,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,1,2009,13-Aug,Presence,KK,,,,,,,,1,,,,,,1,,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,2,2009,13-Aug,Presence,KK,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,F,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,3,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,0,0,0,50,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,4,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,0,0,0,2,40,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,5,2009,13-Aug,Presence,KK,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,6,2009,13-Aug,Presence,KK,1,,1,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,7,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,8,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,9,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,F,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,10,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,11,2009,13-Aug,Presence,KK,,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,F,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,12,2009,13-Aug,Presence,KK,,,,,,,,1,,,,1,,,,F,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,13,2009,13-Aug,Presence,KK,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,14,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,1,,1,,,,,,1,,,D,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,2,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,15,2009,13-Aug,Presence,KK,,,,,,,,,,,,,,1,,1,,,,,,,,,,,D,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,16,2009,13-Aug,Presence,KK,,,1,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,17,2009,13-Aug,Presence,KK,,,,,,,,,1,,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,F,,,,,,,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,18,2009,13-Aug,Presence,KK,,,1,,,,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,19,2009,13-Aug,Presence,KK,1,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,2,0,0,40,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,20,2009,13-Aug,Presence,KK,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,21,2009,13-Aug,Presence,KK,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,22,2009,13-Aug,Presence,KK,,,1,,,,,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,0,0,0,0,20,0,0,,,,8,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,23,2009,13-Aug,Presence,KK,,,,,,,,1,,1,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,7,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,24,2009,13-Aug,Presence,KK,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,5,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,25,2009,13-Aug,Presence,KK,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,0,0,0,0,10,0,0,,,,9,,
Gudmedalen,4,,168,TT4,284,168 TT4 284  ,,,,2,%,2009,13-Aug,Cover,KK,4,,2,,,,,8,2,5,,2,,5,,4,,3,,,,,,8,,,8,,,,,,1,,,,,,,,,,,,,,3,,1,,30,,8,,,,2,,,,,,,,4,,,,,,,1,3,,4,,,5,,,,2,5,,2,,,,,,1,,0.16,0.08,0,0.08,25.2,0,0,90,2,0,7.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,1,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,2,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,3,2009,13-Aug,Presence,KK,1,,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,4,2009,13-Aug,Presence,KK,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,F,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,5,2009,13-Aug,Presence,KK,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,6,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,7,2009,13-Aug,Presence,KK,1,,,,,,,,,1,,,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,8,2009,13-Aug,Presence,KK,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,9,2009,13-Aug,Presence,KK,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,30,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,10,2009,13-Aug,Presence,KK,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,10,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,11,2009,13-Aug,Presence,KK,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,12,2009,13-Aug,Presence,KK,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,0,,,,,,
Gudmedalen,4,,170,TT2,195,170 TT2 195,,,,4,13,2009,13-Aug,Presence,KK,1,,1,,,,,,,1,,,,,,F,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0,0,0,40,0,0,,,,,,
