OriginSite,OriginBlock,Start Block (KORRIGERT),originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old treat (label),subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Alc alp,Alc sp,Ant dio,Ant odo,Ave fle,Bet nan,Bet pub,Bis viv,Cal vul,Cam rot,Car  nor,Car big,Car cap,Car fla,Car nigra,Car pal,Car pil,Carex sp,Cer alp,Cer cer,Cer fon,Cirs pal ,Des ces,Emp her,Epi ana,Euph sp,Fes ovi,Fes rub,Fes viv,Gal uli ,Gym dry,Hie pil,Leo aut,Luz mul,Luz spi,"Mots II (Epi, Ste med, Ver alp)",Nar stri,Oma sup,Oxa ace,Par pal,Phle alp,Pin vul,Poa alp,Poa pra,Pot cra,Pot ere,Pru vul ,Ran acr,Ran rep,Rum ace,Rum ac-la,Sag pro,Sag sag,Sag sp,Sal her,Sel sel,Sib,Sil aca,Sol vir,Tarax,Tha alp,Tof pus,Tri rep,Vac myr,Vac vit,Ver alp,Ver fru,Ver off,Ver serp,Vio bif,Vio pal,Vio riv,Vio sp,Nid gram,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Rambera,4,,194,TTC,194,194 TTC,,,3,5,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,6,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,S,,,,15,2,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,7,2009,17-Aug,Presence,KK,,,,,,D,,,,1,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,8,2009,17-Aug,Presence,KK,1,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,9,2009,17-Aug,Presence,KK,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,10,2009,17-Aug,Presence,KK,1,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,F,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,10,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,11,2009,17-Aug,Presence,KK,1,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,12,2009,17-Aug,Presence,KK,1,,,,,1,,,,1,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,13,2009,17-Aug,Presence,KK,,1,,,,1,,,,1,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,14,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,10,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,15,2009,17-Aug,Presence,KK,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,5,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,16,2009,17-Aug,Presence,KK,1,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,17,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,1,D,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,5,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,18,2009,17-Aug,Presence,KK,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,S,,,,,,,1,,,,1,,1,,,,,,,S,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,10,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,19,2009,17-Aug,Presence,KK,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,S,,,,10,2,0,0,10,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,20,2009,17-Aug,Presence,KK,,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,20,0,0,0,5,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,21,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,20,0,0,,,,,,
Rambera,4,,194,TTC,194,194 TTC,,,3,22,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,1,D,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,10,0,0,,,,12,3,
Rambera,4,,194,TTC,194,194 TTC,,,3,23,2009,17-Aug,Presence,KK,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,20,0,0,,,,6,2,
Rambera,4,,194,TTC,194,194 TTC,,,3,24,2009,17-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,10,0,0,,,,8,3,
Rambera,4,,194,TTC,194,194 TTC,,,3,25,2009,17-Aug,Presence,KK,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,20,0,0,,,,4,2,
Rambera,4,,194,TTC,194,194 TTC,,,3,%,2009,17-Aug,Cover,KK,4,3,,,,5,,,,5,,1,,,,,,,,,,,,5,40,,,2,,,,,,,4,,,,3,,2,,,,,1,,6,,,,4,,1,,,,,,,,,,,,2,,,,6,,,4,1,,,1,10.16,0.88,0,0,16.8,0,0,70,12,0,7.5,2.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,1,2009,17-Aug,Presence,KK,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,20,0,2,0,2,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,2,2009,17-Aug,Presence,KK,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,5,3,0,2,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,3,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,10,10,5,0,2,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,4,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,5,5,5,0,10,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,5,2009,17-Aug,Presence,KK,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,5,10,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,6,2009,17-Aug,Presence,KK,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,7,2009,17-Aug,Presence,KK,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,10,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,8,2009,17-Aug,Presence,KK,1,F,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,10,30,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,9,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,10,0,2,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,10,2009,17-Aug,Presence,KK,,1,D,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,20,0,5,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,11,2009,17-Aug,Presence,KK,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,20,5,10,0,10,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,12,2009,17-Aug,Presence,KK,F,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,10,10,0,5,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,13,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,20,10,0,2,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,14,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,10,0,5,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,15,2009,17-Aug,Presence,KK,F,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,10,10,0,5,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,16,2009,17-Aug,Presence,KK,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,10,10,10,0,10,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,17,2009,17-Aug,Presence,KK,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,10,10,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,18,2009,17-Aug,Presence,KK,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,10,10,0,0,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,19,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,20,5,5,0,10,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,20,2009,17-Aug,Presence,KK,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,5,0,5,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,21,2009,17-Aug,Presence,KK,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,20,5,10,0,10,0,0,,,,,,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,22,2009,17-Aug,Presence,KK,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,5,2,2,0,0,,,,6,2,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,23,2009,17-Aug,Presence,KK,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,5,0,2,0,0,0,,,,6,2,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,24,2009,17-Aug,Presence,KK,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20,5,10,0,0,0,0,,,,5,3,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,25,2009,17-Aug,Presence,KK,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,5,10,0,10,0,0,,,,10,3,
Rambera,4,,195,TT3,276,195 TT3 276,,,4,%,2009,17-Aug,Cover,KK,10,4,20,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,1,,,,,,5,,,,,,,,,,,,,,3,,,,,,4,6,,,,,15,7.6,9,0.16,3.88,0,0,40,25,0,6.75,2.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,1,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70,0,0,0,2,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,2,2009,17-Aug,Presence,W,,,,,,1,,,,,,F,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,40,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,3,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,4,2009,17-Aug,Presence,W,,F,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,0,0,0,2,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,5,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,70,5,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,6,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,60,0,0,0,2,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,7,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,8,2009,17-Aug,Presence,W,,1,,,,1,,,,,,F,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,0,0,46,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,9,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,1,,,D,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,5,0,0,16,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,10,2009,17-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,0,0,50,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,11,2009,17-Aug,Presence,W,,,,,,F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,12,2009,17-Aug,Presence,W,,,,,,F,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,20,0,0,0,20,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,13,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,14,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,20,0,0,0,10,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,15,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,5,0,0,30,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,16,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,DF,,,1,,,,,30,0,0,0,20,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,17,2009,17-Aug,Presence,W,,,,,,1,,,,,,F,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,70,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,18,2009,17-Aug,Presence,W,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,DF,,,1,,,,,50,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,19,2009,17-Aug,Presence,W,,1,,S,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,F,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,30,0,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,20,2009,17-Aug,Presence,W,,,,S,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,30,2,0,0,5,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,21,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,40,0,0,0,10,0,0,,,,,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,22,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,1,,,,,30,0,0,0,5,0,0,,,,8,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,23,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,30,0,0,0,5,0,0,,,,9,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,24,2009,17-Aug,Presence,W,,,,S,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,30,0,0,0,3,0,0,,,,1,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,25,2009,17-Aug,Presence,W,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,9,,
Rambera,5,,196,TT3,282,196 TT3 282,,,C,%,2009,17-Aug,Cover,W,,10,,1,,15,,,,,,3,,,,,,,,,,4,1,,20,,,,,,,,,,1,,,,,,1,,,,,,,5,,1,,2,,,,,,,,,,,,,,,,,,40,,,33,,,,,36.4,0.88,0,0,11.64,0,0,65,40,0,6.75,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,1,2009,17-Aug,Presence,W,,1,F,,,F,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,0,5,0,20,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,2,2009,17-Aug,Presence,W,,1,1,,,F,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,5,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,3,2009,17-Aug,Presence,W,,1,,,,F,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,35,0,10,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,4,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,40,0,0,0,20,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,5,2009,17-Aug,Presence,W,,1,,,,,,,,,,1,,,,,,,,S,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,0,10,0,30,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,6,2009,17-Aug,Presence,W,,1,1,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,40,0,0,0,10,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,7,2009,17-Aug,Presence,W,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,5,0,10,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,8,2009,17-Aug,Presence,W,,1,,,,1,,,,F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,15,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,9,2009,17-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,20,10,10,0,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,10,2009,17-Aug,Presence,W,,,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,0,0,10,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,11,2009,17-Aug,Presence,W,,,,,,F,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,30,0,5,0,10,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,12,2009,17-Aug,Presence,W,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,10,0,30,1,5,0,0,,,,,,
Rambera,5,,197,TT2,215,197 TT2 215,,,1,13,2009,17-Aug,Presence,W,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,30,5,20,1,5,0,0,,,,,,
